,$\rho$
2378,0.0008293660183045299
2379,0.0012064807248196013
2380,0.0021263956859139915
2381,0.0010475023843275033
2382,0.0007068049794140366
2383,0.000676412537256598
2384,0.00043556995996742664
2385,0.00034538584218079155
2386,0.0004790683288321539
2387,0.0005943991400433823
2388,0.00019410493978207224
2389,0.0002087875876397855
2390,9.947841001164112e-05
2391,0.00015183746224768568
2392,0.0002677610526568414
2393,0.00034675179671361567
2394,0.00048780453519226994
2395,0.00025466571829501483
2396,0.0004456140781061716
2397,0.0004928957433031384
2398,0.0008228648500322625
2399,0.0010826351235058926
2400,0.001768781804901042
2401,0.0005642361796184467
2402,0.0006472761731926454
2403,0.0011904011939942614
2404,0.0008944009637577305
2405,0.001938488068585654
2406,0.002472691275703086
2407,0.005514236837433633
2408,0.004487372900271966
2409,0.003519220805789417
2410,0.004150931579370362
2411,0.0031723304832656624
2412,0.0042807071109548815
2413,0.008298601884738396
2414,0.02347948218506389
2415,0.005320123040361589
2416,0.014513677746488833
2417,0.006516626625389903
2418,0.0096084962590911
2419,0.010379884786426874
2420,0.012547716318841924
2421,0.006472563608443368
2422,0.008924821027908507
2423,0.011013359284679343
2424,0.007452903688007683
2425,0.00643953764763785
2426,0.010860346076138758
2427,0.008524035467681426
2428,0.004630821568113394
2429,0.006390960016406535
2430,0.0033892838366560503
2431,0.0024521851829593156
2432,0.006713122186174791
2433,0.002549186335356121
2434,0.0025397133960434527
2435,0.005758278305203151
2436,0.004703939545412531
2437,0.0023516980041528024
2438,0.002279017392734555
2439,0.0015178803766643149
2440,0.0023647206251863903
2441,0.0003457426562774449
2442,0.0010069962348236896
2443,0.0006455296072497194
2444,0.0003638084330882552
2445,0.0008013986350195775
2446,0.0016247257801758018
2447,0.001483323061811161
2448,0.0008310717290438013
2449,0.0035059694451203497
2450,0.0020590882801093985
2451,0.00290784570341842
2452,0.008101434938126222
2453,0.006891133541882965
2454,0.008914771075788863
2455,0.00670317433209091
2456,0.00512958063308941
2457,0.010768773697076194
2458,0.01985834257010099
2459,0.015853384792979323
2460,0.021100480308842356
2461,0.030060467683423766
2462,0.050149639044487694
2463,0.09571508741630673
2464,0.05345201159891639
2465,0.027825811811357796
2466,0.006665655390260301
2467,0.012254704552029053
2468,0.01207506195526143
2469,0.01853795124979164
2470,0.012242951327150298
2471,0.022331535194688085
2472,0.011682660317696459
2473,0.024529577714167333
2474,0.037102524285264504
2475,0.0051151868708322066
2476,0.008520837823852573
2477,0.009316709289174984
2478,0.006144219360502544
2479,0.006046676250545903
2480,0.002293808011609055
2481,0.0013663851231279132
2482,0.000987966244541672
2483,0.002364951073724809
2484,0.0004015130810933797
2485,0.0007807159015619384
2486,0.0007589977283040867
2487,0.0008537379037459568
2488,0.00018201407996304238
2489,0.0013041836354957552
2490,0.0007678722923266801
2491,0.0007412095695574075
2492,0.0018028574673964975
2493,0.0024187244233267896
2494,0.002145238053321656
2495,0.002757253669985231
2496,0.0038029428345134914
2497,0.001975820966800465
2498,0.0009293361360210994
2499,0.00159200023093884
2500,0.0010936609702989503
2501,0.0009116001739756471
2502,0.00167244410769722
2503,0.001842741734437347
2504,0.0037675893124776904
2505,0.006934285058351419
2506,0.0033449077139338854
2507,0.0013351688724683442
2508,0.0030298376642530866
2509,0.001683890541408729
2510,0.0018352981287770261
2511,0.0011767667711497984
2512,0.0020186105187168708
2513,0.0027996670973944866
2514,0.0018011263506507345
2515,0.0030095630534470235
2516,0.0015963061408357244
2517,0.002777222691323884
2518,0.0017242462944606317
2519,0.00176548230527969
2520,0.0014304793165046755
2521,0.0023292387672107814
2522,0.0011039275001812035
2523,0.0021186051687909777
2524,0.002447026047622322
2525,0.0023835712504830697
2526,0.0024797272596972474
2527,0.004555712337523785
2528,0.0035720393407523217
2529,0.003357610679377347
2530,0.004547125343453946
2531,0.0020091893688192392
2532,0.0018987828772832626
2533,0.0008910109371868037
2534,0.0005165921024569732
2535,0.00013397987193045435
2536,0.0001587155993611434
2537,0.00022273232236770234
2538,0.00011666979315321925
2539,0.0007783562233534087
2540,0.0009809467489430663
2541,0.0006649114068565047
2542,0.0013197885081676932
2543,0.0003376676348378051
2544,0.0003008970817543505
2545,0.00016612267425729284
2546,0.00022602538043375585
2547,0.0003063224221023563
2548,0.0003448870674597246
2549,0.0009140468799592392
2550,0.0007098692825227454
2551,0.0005693429809933991
2552,0.0005150150661878004
2553,0.0017731983458167946
2554,0.002127217816848123
2555,0.002538815203648465
2556,0.0015907549758185436
2557,0.0016035203102065046
2558,0.0013899313379373574
2559,0.0029344239394863856
2560,0.0014271857058972299
2561,0.005289140767949868
2562,0.008147847958083437
2563,0.008591135200110657
2564,0.0165273653502677
2565,0.009828278290257411
2566,0.018430012072352026
2567,0.02417838429700115
2568,0.022988219175065237
2569,0.02064998749807514
2570,0.031128824120996823
2571,0.046709850171363754
2572,0.011885597715534997
2573,0.010219402960262016
2574,0.004931581434798726
2575,0.003505662050552913
2576,0.016084833073149438
2577,0.023474994297834836
2578,0.020012749227481006
2579,0.012414450112851423
2580,0.01206678925860452
2581,0.011748574371580037
2582,0.016184074047810137
2583,0.029669713394245192
2584,0.04550635759883386
2585,0.04360541287555589
2586,0.06129304313923027
2587,0.05855304284386864
2588,0.04855352999645741
2589,0.026269493215000873
2590,0.06620035289803786
2591,0.0233314128266897
2592,0.03448240531404042
2593,0.08064639994834552
2594,0.12747956528011145
2595,0.15943305764143317
2596,0.2508775041295507
2597,0.1707914452099085
2598,0.179109412766976
2599,0.13435927905513895
2600,0.4853203774351123
2601,0.34973644647778057
2602,0.5118060778810156
2603,0.6219886631169579
2604,0.6892512683890635
2605,0.49117549749605194
2606,0.7480134246308217
2607,0.7494547774524142
2608,0.8356629419647992
2609,0.8188381175490228
2610,0.8469711729523746
2611,0.7978313742215929
2612,0.6941651117493544
2613,0.7423237336234507
2614,0.703436164598636
2615,0.8754336123473343
2616,0.9161872162602037
2617,0.8994430583073652
2618,0.900760877981071
2619,0.8923475903443826
2620,0.8516914993651943
2621,0.8846978093862649
2622,0.9103972239000144
2623,0.883368694819921
2624,0.8765543673412084
2625,0.9016173429809328
2626,0.9085083229708154
2627,0.8441520308896279
2628,0.9156692700421234
2629,0.8747405381986214
2630,0.821971398548353
2631,0.8609629706582809
2632,0.8299527639995056
2633,0.9051956774638558
2634,0.9246831528660849
2635,0.8574489353649017
2636,0.7990250305284251
2637,0.882715786710501
2638,0.8276661447825866
2639,0.9230121724597761
2640,0.8289377390400767
2641,0.8503732954560093
2642,0.9488287542869541
2643,0.9454727755195179
2644,0.9229542140554751
2645,0.9261081831395179
2646,0.9482010326292846
2647,0.9284053264946167
2648,0.9213807129971252
2649,0.9327921654761071
2650,0.7358481026622152
2651,0.8570577611507697
2652,0.8071416282354962
2653,0.7076437834004266
2654,0.5207863458506672
2655,0.6913028565864173
2656,0.42443435781711447
2657,0.7622290964092019
2658,0.7695529947005363
2659,0.7715930735637284
2660,0.8592427673764526
2661,0.8348372027796886
2662,0.9237500769437126
2663,0.9113227271274639
2664,0.8231055544759129
2665,0.7735926063520697
2666,0.6406330068324769
2667,0.8323785154799335
2668,0.8562874384379366
2669,0.8179796030575262
2670,0.8110984813845128
2671,0.8947329490197571
2672,0.9239193499994759
2673,0.9365635596432202
2674,0.9499680775812869
2675,0.9428848918355951
2676,0.9217750093474482
2677,0.9156990491546875
2678,0.8936030063818278
2679,0.92856449028102
2680,0.8786874227742585
2681,0.8692299938009636
2682,0.8955555514946257
2683,0.9625290557917525
2684,0.9093355774730559
2685,0.9492203753499441
2686,0.8349742028748135
2687,0.9673918012274776
2688,0.9260462133127393
2689,0.9146762241038162
2690,0.870856707512735
2691,0.7598436237730875
2692,0.6202436574183952
2693,0.7058655711601995
2694,0.5421915559664549
2695,0.7726873069856447
2696,0.8914516353357729
2697,0.7727828134463557
2698,0.2655235015708607
2699,0.5781560021205224
2700,0.5315364107275513
2701,0.6339316588121173
2702,0.310524488181916
2703,0.39006742837757974
2704,0.5928464227921144
2705,0.49828896081198143
2706,0.3806865836864384
2707,0.42467714689997266
2708,0.9526525625505572
2709,0.8576310142107005
2710,0.9393625662279514
2711,0.8899479495732092
2712,0.9157568393391866
2713,0.9460939822002428
2714,0.9447987700004008
2715,0.9009055917729198
2716,0.8945907674859721
2717,0.9533074773014676
2718,0.8855201620550128
2719,0.7493716943296067
2720,0.7567510761106916
2721,0.5780081715354269
2722,0.3038417054502249
2723,0.35080398020124515
2724,0.4147415283635793
2725,0.34126359975110704
2726,0.12934105062317838
2727,0.3791276799357125
2728,0.34956558256970605
2729,0.2159859346508085
2730,0.15475544303435512
2731,0.24090962448532321
2732,0.16819578530465368
2733,0.32467175971708334
2734,0.6739788883214516
2735,0.8797893543280141
2736,0.8654722406246305
2737,0.929981035367695
2738,0.8843670687194555
2739,0.8621903141326307
2740,0.8152047624554379
2741,0.5802339254214859
2742,0.519345248793286
2743,0.41603659971930623
2744,0.42726871505456976
2745,0.6474412940742145
2746,0.6839767532008096
2747,0.6932810893642481
2748,0.23605895955218667
2749,0.18543733186317352
2750,0.12094456809585404
2751,0.1592636741691218
2752,0.14855828336041685
2753,0.08165154540066899
2754,0.10307853759098072
2755,0.0498982301879562
2756,0.06358588731137135
2757,0.045016328700233144
2758,0.031683402033347734
2759,0.11195995337270874
2760,0.3016746175470821
2761,0.3472154069563427
2762,0.8301300159598684
2763,0.3921305235765954
2764,0.358422964926168
2765,0.08580313360089445
2766,0.041629327453392644
2767,0.08406128159371555
2768,0.08484005481339574
2769,0.1680687942825571
2770,0.10811936982687992
2771,0.07688683649579443
2772,0.1691974721943195
2773,0.1483643629014283
2774,0.18573391686909266
2775,0.16241023976044636
2776,0.08219545333461545
2777,0.19198645941718204
2778,0.06932396817659092
2779,0.3430487217699969
2780,0.41229832862710114
2781,0.15920459809878
2782,0.23412328504795035
2783,0.7246794654116437
2784,0.6244527015971804
2785,0.6057144746909147
2786,0.6154792165181704
2787,0.579056329980595
2788,0.46680327702953556
2789,0.3069725422901998
2790,0.3205742843222754
2791,0.2836802038978744
2792,0.36018061697340176
2793,0.6054432579890985
2794,0.6024732976749404
2795,0.5496172136124255
2796,0.6727251798808952
2797,0.8148604062449492
2798,0.5033824455113616
2799,0.4165890716585688
2800,0.23182360366891097
2801,0.25572669288754213
2802,0.15582010934943097
2803,0.24698381916476447
2804,0.30859195782562115
2805,0.32298807761843934
2806,0.4289031112808443
2807,0.7418097652576873
2808,0.7016278445324193
2809,0.5872473229210544
2810,0.6683452823347875
2811,0.6390510431145495
2812,0.44780618592034116
2813,0.20187256932306433
2814,0.2678854071216345
2815,0.29316248029973974
2816,0.39297789883724843
2817,0.4566161137556049
2818,0.5074143729327196
2819,0.12504009925053428
2820,0.05079688285889619
2821,0.205133592201097
2822,0.1995320719788165
2823,0.22296739737888682
2824,0.16163509145819535
2825,0.24881823346831625
2826,0.2724436626156167
2827,0.1687173217776087
2828,0.09413273297036963
2829,0.23588416031736725
2830,0.5435174718006902
2831,0.5158751342724512
2832,0.7167655512165135
2833,0.6302944196353774
2834,0.7503773968086318
2835,0.8708527226619457
2836,0.9331029353404133
2837,0.9203531104487254
2838,0.9246035686966163
2839,0.9371926265637175
2840,0.9260844052283224
2841,0.919869283518129
2842,0.8908974436163122
2843,0.9522244373109607
2844,0.9502072222217812
2845,0.9659165063104582
2846,0.9546839614501148
2847,0.8705220872366104
2848,0.884471141819404
2849,0.9035467881376101
2850,0.9458601827331927
2851,0.931261727558878
2852,0.9717155549079126
2853,0.9437077051644034
2854,0.9369405847779756
2855,0.9625972925213672
2856,0.9637754058035194
2857,0.9478295136453829
2858,0.9478295136453829
2859,0.9609936800851753
2860,0.9610108897957929
2861,0.9610108897957929
2862,0.9502205298864194
2863,0.9179200554456559
2864,0.8891239657913886
2865,0.8403246666301561
2866,0.8611371237749098
2867,0.8663818909868428
2868,0.9290500610341733
2869,0.9241051119364492
2870,0.9431669991934063
2871,0.975864885910735
2872,0.8349029811224469
2873,0.8059114794215315
2874,0.859748782814837
2875,0.8689731978342634
2876,0.9488268006950273
2877,0.9349799542936549
2878,0.9375294220263041
2879,0.9360262561629191
2880,0.9638607382146417
2881,0.9410290688643933
2882,0.9657894913310955
2883,0.9444009855642087
2884,0.9473857812368018
2885,0.9453908812905986
2886,0.9357645190226108
2887,0.9463741800095203
2888,0.9499667340991749
2889,0.9598257829823456
2890,0.9614089037826752
2891,0.9614089037826752
2892,0.9644176625427251
2893,0.958647711636263
2894,0.928042742368484
2895,0.9450558407891172
2896,0.9700241019288603
2897,0.9656127602357265
2898,0.9695950464803679
2899,0.9405850496934676
2900,0.9293487199564788
2901,0.9722016496039931
2902,0.9596988509081719
2903,0.9662098406461022
2904,0.9538476738069233
2905,0.9538476738069233
2906,0.9538476738069233
2907,0.9476939904821916
2908,0.9232940506045584
2909,0.9616068983993356
2910,0.9228243148770939
2911,0.9299853635596227
2912,0.9622826851732691
2913,0.9002602290284214
2914,0.9604401757576979
2915,0.9469411723996901
2916,0.9136517172158461
2917,0.9459373866307403
2918,0.866965906066083
2919,0.8853357833240416
2920,0.8892831011128842
2921,0.9144037866442216
2922,0.9533973486449961
2923,0.8893997454154886
2924,0.9305952565721578
2925,0.9461736871795283
2926,0.9004982564021404
2927,0.8686376473824416
2928,0.7773614065160864
2929,0.8582030274773363
2930,0.8319179822146873
2931,0.8107675040188213
2932,0.7964132818210506
2933,0.8473611797710168
2934,0.7516649572935149
2935,0.6859511128574257
2936,0.3397909369947187
2937,0.4009443783365843
2938,0.5958333490529799
2939,0.32227055180061076
2940,0.6732228292539444
2941,0.4564963321840732
2942,0.3514624758784772
2943,0.2700742864707997
2944,0.3749014183453191
2945,0.29407478590943154
2946,0.16593421390773605
2947,0.1059798466981019
2948,0.25409389339516214
2949,0.22507833903956045
2950,0.10959513276050953
2951,0.33025815666540187
2952,0.24381679870708106
2953,0.19564680119883482
2954,0.15082910272054317
2955,0.1520268616103259
2956,0.1867930981279291
2957,0.1483530473982273
2958,0.09641677000028513
2959,0.15035111554115635
2960,0.1332194558237372
2961,0.0769669081350162
2962,0.07948086999364691
2963,0.24964893251921008
2964,0.267804486205488
2965,0.48013721842557805
2966,0.48791838697387246
2967,0.5869640664348502
2968,0.6628096466313069
2969,0.4694521178279212
2970,0.23472364926591505
2971,0.07878634962009869
2972,0.17232977308487507
2973,0.2182464257674901
2974,0.1459047074304419
2975,0.08639943345934228
2976,0.031360473995628045
2977,0.06611715887875912
2978,0.03616830838249773
2979,0.045412217457789936
2980,0.0524281542637574
2981,0.03409632882890206
2982,0.012893093529163738
2983,0.02499621859502884
2984,0.013021915429295136
2985,0.004261678504038937
2986,0.004695678315780929
2987,0.004956260988847894
2988,0.0069212233521708105
2989,0.007012554173914395
2990,0.008549572377578162
2991,0.00945415374623028
2992,0.028234645973913352
2993,0.04159519939633509
2994,0.030357803187727482
2995,0.0240790415609007
2996,0.021021158814966013
2997,0.009835169403077666
2998,0.009401238297223422
2999,0.026459488460488217
3000,0.004124535195645267
3001,0.008895376526557783
3002,0.003624098567492252
3003,0.003142578614429257
3004,0.0020999463130197287
3005,0.0008331470187656449
3006,0.0018747366643225903
3007,0.001536739927227332
3008,0.0011223417268697198
3009,0.002663230115513201
3010,0.007044074255758281
3011,0.0083656587140841
3012,0.007651489867442931
3013,0.010060521889558065
3014,0.011317884627843437
3015,0.006748119038965971
3016,0.011249860948970954
3017,0.017351466820470906
3018,0.015712628270927353
3019,0.015143280536950864
3020,0.014774276616307366
3021,0.008144266465305547
3022,0.011762582539372953
3023,0.02352175253159656
3024,0.015752806008025342
3025,0.012370569248782192
3026,0.009816991183731572
3027,0.012814447804006248
3028,0.030889171551334454
3029,0.023060079238003024
3030,0.060122976707407134
3031,0.02212287227919193
3032,0.02044003351278087
3033,0.024405155983676163
3034,0.030451799244541833
3035,0.023518651643803998
3036,0.037627512407156845
3037,0.04406138079221587
3038,0.1201126018684383
3039,0.07240233002462544
3040,0.043418974588674164
3041,0.05065587401363452
3042,0.09607979047004174
3043,0.060164242713353376
3044,0.03155447410013449
3045,0.062057317090508726
3046,0.02219753051516111
3047,0.03949387588601838
3048,0.0517801083654749
3049,0.16375216435841114
3050,0.07856299026356311
3051,0.04272518044654408
3052,0.0258761285138411
3053,0.014196941735275212
3054,0.03069463001514272
3055,0.02491700299303567
3056,0.018738253049509143
3057,0.018645587915123888
3058,0.009353795352541664
3059,0.01774872695116869
3060,0.018822120327460574
3061,0.04572977123554371
3062,0.027142805520086164
3063,0.04481325345079408
3064,0.01150158378278812
3065,0.010199011709679892
3066,0.008046119256984136
3067,0.0082446488195167
3068,0.006645760477248995
3069,0.014683886284316824
3070,0.010614402764909568
3071,0.027384853353189974
3072,0.012554048429599373
3073,0.009727814195509377
3074,0.017734024120708475
3075,0.011201889182600932
3076,0.024711519127259385
3077,0.008635459544805765
3078,0.012262273375094229
3079,0.010195041468413794
3080,0.014768613251340126
3081,0.01572527816124667
3082,0.012123821343987986
3083,0.019061630596494364
3084,0.0049276135005654744
3085,0.01231029554012207
3086,0.038848229264219304
3087,0.0804976589765613
3088,0.07725657736716632
3089,0.08688326300131034
3090,0.09921688785387958
3091,0.0629804662982947
3092,0.0712854745929949
3093,0.07298593753265209
3094,0.0938820353687528
3095,0.07974434972994236
3096,0.15076687811299075
3097,0.27618432146506816
3098,0.17636609377075704
3099,0.067343482934594
3100,0.04871279391523295
3101,0.20795962079950933
3102,0.3986190588668177
3103,0.2901524340970797
3104,0.109552089519177
3105,0.18450926727438416
3106,0.2982131914512312
3107,0.13600663930385606
3108,0.14151126173473536
3109,0.22071296074659139
3110,0.2244271759253905
3111,0.3435523004912086
3112,0.3400457625976552
3113,0.191408346128183
3114,0.31991556420531925
3115,0.4250447505437974
3116,0.7041764163059167
3117,0.8370084361987121
3118,0.8784467083772369
3119,0.8577789064301063
3120,0.8605082717294348
3121,0.8274586171660324
3122,0.7889754180856318
3123,0.6571543529680834
3124,0.7782280127635705
3125,0.7431734834849161
3126,0.6755391149800052
3127,0.3749647013172672
3128,0.3036181104268566
3129,0.3104341213619437
3130,0.06746728496816028
3131,0.24393134221135754
3132,0.16093253745915193
3133,0.3686084835703597
3134,0.11968617000407349
3135,0.1293655368042707
3136,0.11200002858289447
3137,0.04822100868609928
3138,0.09953718737278487
3139,0.08426398487933517
3140,0.07131776298104632
3141,0.16487151273479347
3142,0.17139319695845817
3143,0.3819741166878962
3144,0.17049248136156314
3145,0.3961497291641819
3146,0.3704577304795239
3147,0.40024537893521583
3148,0.5830587777287226
3149,0.6451838614982773
3150,0.8280289546706899
3151,0.8067944503241864
3152,0.7988145043590775
3153,0.9128941217188749
3154,0.9048733977271074
3155,0.9609037228579165
3156,0.9466151990579341
3157,0.9631758078234107
3158,0.9533462322155857
3159,0.9630232499980369
3160,0.9635414366233185
3161,0.9711436716410101
3162,0.5456381064246741
3163,0.25596892678130917
3164,0.15173063734933373
3165,0.1011295744633886
3166,0.15296184455238437
3167,0.08521415065066261
3168,0.23027787422080861
3169,0.3041033596143622
3170,0.2282518666511774
3171,0.32316582213213024
3172,0.4244644337742336
3173,0.3234735645701602
3174,0.21552590843254793
3175,0.24144752354546725
3176,0.12386846285784414
3177,0.13677437972089304
3178,0.22944360655879548
3179,0.11686360030508781
3180,0.18175736243114324
3181,0.15373374658037614
3182,0.05449297043284585
3183,0.09402161563423472
3184,0.05186746443869485
3185,0.044927532525790334
3186,0.03859743233445233
3187,0.033408040995582616
3188,0.05527864043652342
3189,0.1910072566148266
3190,0.31496096245952215
3191,0.3747454701728725
3192,0.5788342989902395
3193,0.23897609293597463
3194,0.38051448046044123
3195,0.5416791271917978
3196,0.4209750303952015
3197,0.7179144750063904
3198,0.6745735025743784
3199,0.4956150284857012
3200,0.6238519458494629
3201,0.7124930894633374
3202,0.8250518288032382
3203,0.798985894133523
3204,0.8001492252544762
3205,0.6929714592591711
3206,0.6359545365450906
3207,0.585587164257777
3208,0.48822938061050564
3209,0.7394468055995363
3210,0.7224665692726513
3211,0.7022676686053719
3212,0.9076976526498512
3213,0.8735668726442276
3214,0.7920533687244923
3215,0.7245302856773665
3216,0.43021633702519085
3217,0.6929608747137904
3218,0.4686677795621034
3219,0.5552698241782964
3220,0.895254364554704
3221,0.8037863732948579
3222,0.9635064648262328
3223,0.9582332693072775
3224,0.9527503218709222
3225,0.966079474783669
3226,0.9446201197139826
3227,0.9716035119607837
3228,0.9749374903512512
3229,0.962887847018327
3230,0.925902066274417
3231,0.9408736940110504
3232,0.9572535859371959
3233,0.9562082536547182
3234,0.9677613090017059
3235,0.9620209270138762
3236,0.9635066257343856
3237,0.9635066257343856
3238,0.9697556419790513
3239,0.9697556419790513
3240,0.9532273068449045
3241,0.9471596724263839
3242,0.9452460524169028
3243,0.9565851294590018
3244,0.9486656165792221
3245,0.950253007921954
3246,0.9604818150737002
3247,0.9530667193879575
3248,0.9573698521047522
3249,0.9492409128080043
3250,0.9533979618747278
3251,0.9323068296805056
3252,0.9381646635552771
3253,0.9577143347262586
3254,0.9372759724770062
3255,0.9213581035534705
3256,0.6628736410126995
3257,0.607082713101804
3258,0.35430531374526697
3259,0.674222302246772
3260,0.5949141647874996
3261,0.6517915756044547
3262,0.4358528549896007
3263,0.5042980454469853
3264,0.5793868565694109
3265,0.6684866092262706
3266,0.5491234018261733
3267,0.6131784976730654
3268,0.43130092159824374
3269,0.08895376221192175
3270,0.1190778549803505
3271,0.12686314755955644
3272,0.26458773071054414
3273,0.30271131051943123
3274,0.29762776377357253
3275,0.4222422401691011
3276,0.18322113525646588
3277,0.545472354604291
3278,0.3179683594908839
3279,0.15133534887959743
3280,0.19125520294403517
3281,0.1715767458207673
3282,0.1250495180201109
3283,0.1076048721850483
3284,0.09374811087194171
3285,0.07301805915500967
3286,0.029147138981069874
3287,0.02190758851080597
3288,0.044095856062518805
3289,0.03588522710595618
3290,0.04757588098872735
3291,0.02966069794698278
3292,0.01413783751202688
3293,0.013571579929746176
3294,0.016755038635499743
3295,0.017025055395871055
3296,0.0167505959376704
3297,0.02167246189528807
3298,0.0059140922834583715
3299,0.004698319620231636
3300,0.005559328736430403
3301,0.003193018703661296
3302,0.002280616330449026
3303,0.0038583922731628586
3304,0.0027892175405340694
3305,0.0022270538808626035
3306,0.0024682804922896754
3307,0.006858171468588664
3308,0.006636337617763818
3309,0.012407332400799682
3310,0.010823804242939909
3311,0.00295280882571116
3312,0.004041336290078312
3313,0.01772215869519895
3314,0.01747940482356606
3315,0.027830155619054612
3316,0.014742293045825881
3317,0.012216800655222739
3318,0.008895337711905628
3319,0.005461841755396767
3320,0.008320440361514797
3321,0.03435999518475397
3322,0.017861084403265337
3323,0.03039865457326614
3324,0.024805086999544014
3325,0.01643290327368248
3326,0.015730976654458082
3327,0.08034116303226563
3328,0.06298528150669296
3329,0.059487182199448624
3330,0.1798386038003865
3331,0.05756276266345065
3332,0.10564028189583315
3333,0.13273596084928926
3334,0.08932450226464611
3335,0.11116001269988142
3336,0.04309687219368759
3337,0.0260792579442581
3338,0.030088292368469615
3339,0.011226174861075227
3340,0.03248734429450112
3341,0.06131821515992944
3342,0.028763333100946337
3343,0.02936368270757919
3344,0.03864190595595354
3345,0.04919803513424791
3346,0.06415820629275526
3347,0.11214521250155844
3348,0.07202648728369254
3349,0.057816598985434925
3350,0.06259500182851893
3351,0.05032012525063885
3352,0.04011112743204815
3353,0.023002814713773124
3354,0.02469709363445425
3355,0.030967773141683027
3356,0.02383334662673982
3357,0.01168421910263834
3358,0.016338481693758736
3359,0.038826008332826914
3360,0.03156448059238378
3361,0.0490191322206711
3362,0.043280602555845045
3363,0.0632149913847248
3364,0.12019020220573529
3365,0.1184963007923117
3366,0.12453152885081059
3367,0.3207613922628462
3368,0.18090575469479855
3369,0.04847229600206106
3370,0.07300293863654794
3371,0.12812928980770846
3372,0.24858148800846447
3373,0.31079783314386594
3374,0.4775004432815216
3375,0.15248181034173208
3376,0.3008119104328007
3377,0.27820533585765095
3378,0.6288370812072959
3379,0.5299607301961292
3380,0.48562793874151394
3381,0.3898402978808419
3382,0.5132470574974969
3383,0.44224861870602183
3384,0.4513659488343987
3385,0.5693907089162816
3386,0.5209788615796912
3387,0.46855466504957893
3388,0.3440167655197088
3389,0.3393768634657864
3390,0.1639045848929704
3391,0.11380460733911867
3392,0.35915675140171527
3393,0.1512324333413882
3394,0.089524140426717
3395,0.23333828597166095
3396,0.11417413294792327
3397,0.10239904787349668
3398,0.09256603582852639
3399,0.16507224504544007
3400,0.01929327445677516
3401,0.018722007931315347
3402,0.013056038721152111
3403,0.012839066607501993
3404,0.016894112770511012
3405,0.0039470858147087244
3406,0.003743023400107449
3407,0.005018422206725693
3408,0.009657829848510917
3409,0.00855750690232438
3410,0.009576019631324349
3411,0.012280635023419343
3412,0.008743304052261413
3413,0.005597142592364973
3414,0.0032644988246072204
3415,0.002094201104590377
3416,0.0026679357841706106
3417,0.011646610449741964
3418,0.0031872782984330053
3419,0.00853574285271691
3420,0.01249227210725185
3421,0.002620118638032309
3422,0.007362748690878499
3423,0.002253926050953812
3424,0.0063977935683248105
3425,0.005068867942103521
3426,0.00921338851797364
3427,0.0033088292246010675
3428,0.0027378514113196454
3429,0.0033260055415655844
3430,0.0024948435259394687
3431,0.003724066020110096
3432,0.008743999065672418
3433,0.007652830666835757
3434,0.00865430116583093
3435,0.0037581752886431735
3436,0.005906905005113852
3437,0.005403292798778809
3438,0.008584485410733022
3439,0.02201376677815977
3440,0.009616368934240263
3441,0.04702392444885498
3442,0.031018420015229833
3443,0.014185980746871083
3444,0.014124626980110272
3445,0.016729805269539346
3446,0.015674897036852906
3447,0.04289776867672646
3448,0.035986362892495315
3449,0.04078587568786122
3450,0.029208097746339503
3451,0.05180400621347211
3452,0.028715062255103438
3453,0.018425834792688868
3454,0.005842530080205628
3455,0.011242620988943382
3456,0.012657821935096196
3457,0.011098851579039086
3458,0.008828771254991078
3459,0.00858803920304638
3460,0.009332160849604558
3461,0.0182228900882025
3462,0.013743559094660145
3463,0.02956824178239156
3464,0.013088996621132271
3465,0.05927863063567816
3466,0.03434537375941625
3467,0.015916979501552006
3468,0.010029351430016141
3469,0.009417748074031519
3470,0.004235583131768064
3471,0.003684020746467303
3472,0.003728620394722496
3473,0.008700691895388015
3474,0.009456229282697773
3475,0.016330216223921314
3476,0.017971401619204186
3477,0.034431739021129115
3478,0.01049193477824199
3479,0.015740901783759944
3480,0.0037633477716278304
3481,0.019884118674361635
3482,0.021635414675551964
3483,0.10774673068506788
3484,0.07543432209312714
3485,0.011157973065739598
3486,0.020070471025457448
3487,0.033686782990262384
3488,0.029952344070372817
3489,0.013016790871185834
3490,0.0131581754424764
3491,0.009720050895480253
3492,0.009103389813833478
3493,0.012218879158884463
3494,0.0026293336897837845
3495,0.003486230376566358
3496,0.004137021471501771
3497,0.005475161687114135
3498,0.009480799410579914
3499,0.03114756587581825
3500,0.012117820452720432
3501,0.01003737033641927
3502,0.006322736158322138
3503,0.009981970626670904
3504,0.02010022264520897
3505,0.031789898825565904
3506,0.0329275458936463
3507,0.044361828580102194
3508,0.054624211513886425
3509,0.021782325951764506
3510,0.036811980542938376
3511,0.03951253173397718
3512,0.054463836408430215
3513,0.050252751282670524
3514,0.015028970528675573
3515,0.017618506451581726
3516,0.015057817577992887
3517,0.025680044706811213
3518,0.011636675051001197
3519,0.0378995878612085
3520,0.12537709051027707
3521,0.23609367731635972
3522,0.1236376963730857
3523,0.14825931108488458
3524,0.05888447668347771
3525,0.3246537842276483
3526,0.08576693476122033
3527,0.25895221166242405
3528,0.571164891542825
3529,0.7307223195357507
3530,0.667060893211709
3531,0.7623328101415723
3532,0.8611128939387456
3533,0.8585076771509178
3534,0.9316012573832707
3535,0.9516688887631819
