,$\mu(x=2)$
289,70.59955944001781
290,65.27327805528222
291,65.27327805528222
292,63.56290843469309
293,67.76964398248697
294,65.79650847578907
295,60.28113256429422
296,63.37690693497394
297,61.83022716039098
298,68.52976518755979
299,59.04913825572892
300,61.35896454198678
301,67.13646039192187
302,59.40683301667993
303,52.514566924169664
304,53.710330561021046
305,77.55690914965444
306,58.28997081224521
307,64.21082965984192
308,57.92226875193898
309,78.38393847890912
310,57.37317191413508
311,59.021962664292545
312,64.17516621488024
313,63.52593831785963
314,67.69091914745698
315,67.97317833321362
316,68.93941189669455
317,75.14949944506796
318,64.07426459374776
319,68.43205674351535
320,58.88125146001164
321,71.95036228840422
322,63.09089524075603
323,65.43519506298087
324,63.91294073464429
325,63.90115215995441
326,60.16129668432716
327,69.4552460724261
328,63.059208251992864
329,61.06979437729342
330,68.47903003398037
331,68.33113435155344
332,58.4510823019147
333,58.4674236123529
334,65.47444119745113
335,62.3607674372669
336,61.09310302765327
337,66.68495376861813
338,69.14624786499238
339,67.35483134729786
340,79.20562563839977
341,64.24431108964237
342,67.13419575508769
343,62.368373481460324
344,59.5191784353005
345,64.62505028305365
346,69.77130600891246
347,69.08078490940552
348,62.61904663038681
349,69.17871134674485
350,65.31929039660784
351,67.28870499523296
352,67.14230393758204
353,62.094002175498055
354,58.337755286056094
355,72.42651800952072
356,67.23116223042537
357,64.43719721736238
358,64.55322956504175
359,64.12782166088871
360,67.53035539503767
361,63.00370807396345
362,61.04033590767309
363,61.44998291357165
364,59.51592625190196
365,61.796440385160516
366,65.90493326763166
367,67.54984362649988
368,59.79947572643514
369,62.3306897065116
370,62.02104862867396
371,60.23032787601673
372,65.99199859812913
373,67.70522453767956
374,67.45017270102653
375,64.7310762169751
376,65.827370129965
377,72.31242945544301
378,62.996509983897816
379,67.29876608859682
380,60.27277159196052
381,62.006953777100954
382,66.00896625033377
383,65.08112218361295
384,64.92955115318813
385,61.53819920438684
386,70.41327222157032
387,59.62966547752651
388,67.90999831518043
389,58.96439155147983
390,71.68929878801609
391,70.61507287165477
392,69.59079227847698
393,63.42896713762502
394,69.69707653808663
395,56.17483049997925
396,68.34487141839952
397,69.05392915727548
398,61.928549254368214
399,64.78975968721514
400,61.886737069096846
401,70.34823885395171
402,60.530209828857345
403,63.63882695925768
404,64.16929608213334
405,75.03224031212157
406,64.21091396826344
407,58.83926846618928
408,66.75177187266291
409,66.28847709417929
410,65.8909726184736
411,66.00565009028244
412,60.051683130544795
413,62.69149732685711
414,63.94347148635028
415,64.49324464114294
416,63.15224681876647
417,69.92849060030856
418,69.92849060030856
419,71.56918226431705
420,65.17462086606064
421,66.90707906277908
422,61.58002367528367
423,60.88589542811893
424,60.88589542811893
425,59.35500088833972
426,64.9357672689308
427,59.36695071082598
428,65.48789591190345
429,65.81072518149527
430,68.32355119452215
431,70.30093428317832
432,64.197680342116
433,63.34626050863882
434,61.03020902170684
435,70.75655760864778
436,64.26827417070112
437,70.27926410153952
438,62.213092781131856
439,61.92932094443979
440,64.55414772349052
441,59.97243876947286
442,66.04068529302309
443,65.32072175905564
444,62.27429806496739
445,58.579093368090014
446,58.579093368090014
447,50.25157523162484
448,58.21137550843737
449,57.03763993579763
450,57.05630949710265
451,57.05630949710265
452,59.407878998137654
453,62.806958370164665
454,72.25672997574748
455,60.29191218257038
456,66.33045624345598
457,66.33045624345598
458,66.30729859410822
459,69.62125366846155
460,62.00229599280306
461,69.54678279746413
462,69.3588478640142
463,64.42550945238743
464,64.96297355340442
465,74.04257463517938
466,55.98244980273557
467,62.87914492505516
468,66.9506314253419
469,63.327020345777406
470,57.00322887402113
471,68.19745934646522
472,59.57558568543834
473,65.46162889163065
474,64.41253012156398
475,61.22603407400425
476,74.77741726082516
477,66.26659424954694
478,54.921243283159825
479,58.45789713052769
480,72.20141480269673
481,68.80884618594845
482,64.22635451121246
483,52.85370821936342
484,66.12045140396765
485,65.42804062311451
486,63.72612719597005
487,64.67728504316307
488,72.14364006630461
489,69.07553503994771
490,68.55861035392398
491,57.5237310133939
492,57.6746349031413
493,66.35860203230499
494,71.20194782601094
495,58.78300010291182
496,71.04980237435858
497,56.16973805830859
498,70.20867636652518
499,68.27867029662157
500,62.366022218004865
501,58.47041119475717
502,64.1188488824686
503,72.0665208684856
504,65.77611809445825
505,70.9554376851248
506,60.776402583030354
507,62.008297608280444
508,66.35471248447848
509,65.06892948480267
510,60.42755210176
511,65.3821478697869
512,62.03830094527088
513,64.62860321618602
514,61.059985421662816
515,61.059985421662816
516,61.059985421662816
517,61.059985421662816
518,59.9916701945294
519,59.9916701945294
520,61.65818591792726
521,60.593076076519495
522,62.062225121760356
523,60.34190461774359
524,60.34190461774359
525,61.25398922734552
526,63.462887736885605
527,62.46969329952541
528,67.2282133311557
529,69.15918989298015
530,63.722668484620904
531,60.29335239509519
532,70.7851336335248
533,59.90266211510865
534,73.82624237836107
535,65.9899157904046
536,60.523625788713474
537,63.3874828046878
538,69.79676041786192
539,60.34445720337759
540,66.0731992213926
541,65.44503271296382
542,70.52708094103095
543,63.815976654341505
544,57.07197780904717
545,58.900222723525694
546,56.738381126173216
547,73.38102869585157
548,73.93355069973217
549,63.457905304271456
550,57.18092339838646
551,70.3504797419234
552,65.5453765576336
553,67.76265627475021
554,65.16998533836576
555,66.41031044925991
556,63.085398751650864
557,56.33238046428518
558,57.594121230686795
559,69.74000271037018
560,61.96546623369556
561,70.47817342443773
562,68.49027010342483
563,69.14706723502684
564,71.89442187515884
565,60.34747348347016
566,57.06878455131294
567,65.8408131964694
568,69.52961983622272
569,64.8735384316948
570,70.00170909196923
571,68.00759619805817
572,63.23163393911029
573,58.992688128064216
574,63.70238139053359
575,66.97973450804115
576,64.18916325800072
577,62.13643633900151
578,64.13381911687166
579,65.77610296359842
580,62.36845394341522
581,68.71949268768584
582,68.69845542846515
583,72.44523124642646
584,61.697145760136934
585,66.95641087618341
586,65.9816785804885
587,55.26783572372846
588,59.03159465140236
589,71.44021230690178
590,70.5634470836652
591,61.606926252777725
592,66.72563518993367
593,66.19414486176235
594,69.52363450766241
595,62.39178378092756
596,67.72064901717368
597,67.72064901717368
598,66.64752869034155
599,69.92567624571652
600,65.8338253964532
601,64.75307473000292
602,67.99018967025839
603,69.36994659393679
604,66.31909984998367
605,69.60330911941577
606,69.5887064342113
607,65.01831260438348
608,67.79118960527416
609,68.98027397177971
610,71.12071760993281
611,58.681102105252734
612,60.55096906847387
613,63.766435259781254
614,62.208242993318926
615,62.934147445333664
616,63.20090123867045
617,60.98389248640233
618,58.82476971867318
619,60.201050236849106
620,76.02001986460715
621,62.823919680914926
622,66.25640986548999
623,63.06453139735885
624,56.43866654891301
625,75.30978827717495
626,60.75120535772768
627,64.51537849571756
628,71.28292755861621
629,74.2071599845464
630,69.14719920929976
631,67.5857108896969
632,79.57499838559988
633,60.06008691993167
634,65.39093606793602
635,57.88069177109067
636,61.837021657905886
637,57.59374047775772
638,71.23719064395472
639,61.03904546554054
640,67.83346006806066
641,62.12585985764541
642,67.00605118526197
643,65.94883919663094
644,64.23194439300228
645,67.64438226695972
646,70.83400903581199
647,60.42830315086181
648,63.36790442144771
649,69.0200734107906
650,64.24880152013117
651,64.85626887390812
652,62.15398263778171
653,60.45950055230166
654,70.1682594132451
655,69.93805041652044
656,71.39142894495362
657,70.46287782395216
658,65.61571062162466
659,64.20777557442995
660,57.8885829398332
661,63.055148806878705
662,67.89332772613753
663,63.58946133449754
664,65.71952752609216
665,67.42647434666678
666,58.87126080151774
667,69.48270060020266
668,72.48981932339736
669,64.728620721164
670,64.90932627068703
671,60.17157370915711
672,60.17157370915711
673,72.69549846234833
674,67.13129565246288
675,61.412434702282056
676,63.82178064395247
677,60.20177148312661
678,70.05185051078861
679,63.70620990689571
680,63.69266392010732
681,65.99476374269037
682,71.11736909550262
683,58.9332698589334
684,69.58791587180824
685,69.57372729834711
686,70.37979733403934
687,70.36872902169357
688,55.61289789097623
689,60.98552310622131
690,71.6588821977809
691,57.04442166540022
692,58.708935717971
693,60.368289499963375
694,72.00402586507018
695,63.136023586746155
696,73.84166902845975
697,56.82354970216397
698,62.031594248350856
699,65.40468301954762
700,63.841779445379274
701,75.35052891322894
702,66.28395222119264
703,60.327047771229275
704,67.5898292069582
705,59.856086219025656
706,66.51005581365695
707,71.76333910836726
708,62.038989562466725
709,62.78749276193737
710,60.80540798489928
711,65.75024890766694
712,64.32862695710912
713,64.32862695710912
714,67.59867672781655
715,63.34783611671444
716,59.51687786480421
717,69.74092686306405
718,61.15154224429024
719,64.25378973273894
720,60.97403026262909
721,66.99045573313994
722,67.83280309165713
723,64.09564622304535
724,68.0525351010044
725,67.8663207873504
726,60.385632899565856
727,61.705286003560815
728,60.66569415495448
729,55.98968388978764
730,64.94133861633101
731,70.2601427670576
732,53.95621856322035
733,56.90101701462013
734,59.89489968804573
735,65.46993881051534
736,64.90348470514951
737,64.31862351582421
738,54.701951430865165
739,72.60337411255006
740,62.8340778510701
741,65.43303179974876
742,68.26717258730613
743,64.57564393500228
744,67.88709312948079
745,70.67361378323166
746,59.2921668807131
747,64.96948635477939
748,56.73421859428542
749,57.12587232676361
750,68.4949997937264
751,68.56615452636441
752,60.51645061621555
753,60.06341079533934
754,73.18408406407652
755,56.69389546636074
756,72.25165188487865
757,58.87246097558659
758,70.68019863875456
759,69.92920761289884
760,66.8796954374045
761,64.97611104294907
762,60.04684800626252
763,62.90689658781995
764,56.2513563944991
765,63.82635279289751
766,61.4573286870752
767,67.76239884665623
768,74.00523024079223
769,59.29706254344509
770,74.24705374629046
771,62.7535179695332
772,61.69151957355952
773,62.8190860935313
774,69.77003159383045
775,65.29311663047851
776,64.18844400678715
777,62.655214510788014
778,59.795590561863285
779,63.456930238512726
780,64.64610173217618
781,66.59506306170293
782,56.15032571058562
783,63.8393412629664
784,62.36661301923677
785,59.11109053180663
786,64.985280109808
787,65.46153721870483
788,72.3786807377699
789,65.67994681194351
790,62.98449466234149
791,68.40590405628959
792,65.0025004968331
793,68.80113884791788
794,71.72082887170087
795,66.07174406586357
796,68.2850082813575
797,64.42097725286412
798,65.04204750694662
799,68.9202646732271
800,68.9202646732271
801,62.92324625366448
802,74.22674090778595
803,72.29320359425314
804,60.93550305171732
805,65.63866874722353
806,60.46319909602973
807,60.91307666955536
808,67.03392423791306
809,67.09496446884202
810,65.92540477155748
811,63.61319941169335
812,71.9231330664159
813,75.47895457487434
814,75.75151611563943
815,68.54250200098551
816,60.61830087008951
817,66.85061182743937
818,65.20517455927728
819,62.192454363445954
820,66.38474795318515
821,62.805213028707435
822,67.13679192687223
823,62.165667323109105
824,67.72520996973901
825,71.35687479181775
826,63.36727645826086
827,64.33481756956674
828,61.14495828120494
829,61.559114298612535
830,60.62773092071276
831,59.87398892735479
832,64.02587401143643
833,64.903343394653
834,68.02489121779088
835,63.58551338882475
836,74.80003212970162
837,69.81293399431244
838,64.91027499710044
839,62.5504519253217
840,69.40281007901831
841,64.17188946086166
842,65.98496713754021
843,67.64509064162469
844,64.2409094315473
845,66.27740177349959
846,66.27740177349959
847,62.86000727626467
848,61.575023273994105
849,64.94232240723575
850,64.45699937715938
851,65.16405436374473
852,61.47461040778663
853,68.08091839014993
854,67.39470018490965
855,63.01266704839745
856,59.04351759207472
857,72.7819751582442
858,59.11719035910484
859,60.06417259891744
860,69.0155134286007
861,61.34713859721875
862,73.18885525948025
863,56.62648732371889
864,56.62648732371889
865,47.34912483494591
866,66.23570300862305
867,65.90007083725531
868,66.37956702768813
869,62.24578383313781
870,64.7339161975914
871,62.64388466094181
872,62.03524023689181
873,71.30548186365341
874,63.462860130004835
875,68.42809279637558
876,58.56639517023752
877,70.3791292959554
878,66.61928584031057
879,60.553226200340255
880,64.67229465922304
881,66.54214772477363
882,62.82563478427661
883,62.5825903054655
884,67.59006240857859
885,56.148276232953116
886,64.25053089624858
887,64.7901792594311
888,62.14463688107744
889,62.91176331795105
890,60.49493931058224
891,62.43854432091937
892,66.34919753045861
893,61.585800310819955
894,63.100150990187274
895,63.100150990187274
896,77.21050649384891
897,57.916181946475696
898,71.88199482113515
899,59.197503654565644
900,58.68773664632193
901,62.164777594699785
902,63.51821093926261
903,60.35126081537816
904,62.15710304422862
905,70.20917068342321
906,63.687621647904706
907,63.43748328282876
908,68.12895410404849
909,69.52465961209434
910,64.98243200329915
911,63.39143335036179
912,70.30136866346615
913,66.27294420689626
914,60.3983511046903
915,64.77305393941957
916,65.33187369079143
917,72.86796401730878
918,68.81303238920832
919,57.80396773385297
920,73.54850828830823
921,64.27707220223948
922,57.6514628254405
923,66.32195926269442
924,64.38064752488856
925,66.49311636987449
926,63.553079748660885
927,75.6153037210973
928,67.00645384788369
929,75.5467523307252
930,62.23475588538989
931,73.98258531405908
932,65.30227049787625
933,70.93424709102004
934,62.768889339884005
935,67.93856753743403
936,66.42404089078464
937,68.43791028445915
938,62.61024646237902
939,71.44532057730085
940,74.4459395643894
941,66.30252763290109
942,62.11143931845494
943,54.57843737460289
944,58.43307993679998
945,59.06072275518983
946,66.53010344554919
947,62.32509778656529
948,66.19969856905348
949,63.37838556078064
950,66.66506759569627
951,70.12668790295236
952,66.47848684021173
953,64.04409153310353
954,63.085269823457885
955,67.79015809770766
956,65.3706537195822
957,64.09188696837313
958,61.77116424302284
959,71.6015015812756
960,71.30419984480154
961,68.84576811260287
962,69.1287430014581
963,60.283802155988376
964,65.90952353327593
965,65.90952353327593
966,63.23879477269169
967,61.28690145755586
968,76.53485443196853
969,71.20017031688715
970,65.60255456859603
971,63.671911605510665
972,64.20438694179047
973,63.71342192811424
974,66.06388813344266
975,60.96451509320594
976,64.0845275008876
977,65.26466082682863
978,67.7866445418307
979,64.0831723967912
980,66.45833773986244
981,66.20520414801919
982,63.59866265867101
983,62.78606277032992
984,65.87331475733762
985,71.68305690911012
986,66.59366086639325
987,67.32009071883067
988,64.9015604737516
989,68.24466707645065
990,63.21475925045498
991,64.03805584330723
992,64.91303319133205
993,67.77856360466293
994,63.62711516345705
995,70.32309468226649
996,63.10079051070007
997,60.88479696907578
998,61.18060997393724
999,69.56409884806237
1000,67.96251764468188
1001,72.46130167465842
1002,67.22974002628462
1003,62.94358592105264
1004,71.48434314724143
1005,62.29513088627366
1006,61.87481716636481
1007,69.10102911434666
1008,65.69576001922823
1009,57.41561156338927
1010,68.12149973158444
1011,60.99646758612286
1012,70.23389607705218
1013,64.90840064151242
1014,58.63236497512566
1015,66.87548788484094
1016,68.40860354463236
1017,56.99138478855326
1018,60.034213643902476
1019,59.50571771593252
1020,60.66768778920078
1021,67.1403287338945
1022,67.51607518177113
1023,61.12768012132413
1024,57.84178400973036
1025,60.48857758759695
1026,68.83443873627981
1027,71.83023656117123
1028,56.85611173591984
1029,57.150160739936055
1030,72.32325468249287
1031,65.55390244943878
1032,55.402787442404126
1033,61.797078414667986
1034,56.95534625973735
1035,69.9475083862681
1036,59.428707656411405
1037,57.85450297377895
1038,58.777988540134466
1039,68.08475522038907
1040,62.13240315740739
1041,71.69639786584486
1042,64.93066536695265
1043,65.03648438088659
1044,63.919287311216515
1045,65.29268225130947
1046,64.07016137551184
1047,64.07016137551184
1048,64.07016137551184
1049,63.51183142805538
1050,71.95549857132535
1051,72.17484313671851
1052,61.701663390818766
1053,68.74779361055943
1054,65.95146346199134
1055,59.18107139103294
1056,57.542889621869804
1057,66.25033300593441
1058,60.96263771345292
1059,60.96263771345292
1060,67.63144831147197
1061,64.80745424869636
1062,71.69871775730951
1063,64.88689768589737
1064,63.644062369576844
1065,64.67533586026724
1066,61.816557795332145
1067,59.08066807250063
1068,63.8729702260348
1069,68.43766287089481
1070,64.11408979185356
1071,56.8138786482595
1072,76.01597863450928
1073,61.661182531670484
1074,61.97719811836743
1075,63.1564419057057
1076,68.85985907453318
1077,61.54070033549699
1078,68.4333755245222
1079,61.14643668098492
1080,60.64271622264006
1081,62.49062826604591
1082,67.88307022645645
1083,66.46523050255016
1084,56.33466496303732
1085,58.831462909046095
1086,64.78864686135996
1087,62.896227333070065
1088,65.76871441080006
1089,70.46187876341756
1090,68.25611048786223
1091,58.88327346648466
1092,60.81707282154485
1093,65.43204005402951
1094,62.369045689783796
1095,70.24287127879298
1096,63.36837352140537
1097,62.16579873226691
1098,68.63335973178391
1099,65.55930237941377
1100,61.234000274086426
1101,63.153835814340454
1102,60.27779620927642
1103,67.13617120800942
1104,59.62118669110349
1105,59.62118669110349
1106,60.910084291497924
1107,59.492765106519215
1108,70.28147139863987
1109,65.21447685612367
1110,71.78271143762255
1111,60.734339308409574
1112,66.86579480772797
1113,61.265385379639845
1114,68.80197509537948
1115,70.35226861652978
1116,63.85530998212929
1117,56.99065182333185
1118,71.84340109993327
1119,65.45843799523963
1120,67.87604300569404
1121,74.3772355856594
1122,69.51799603075354
1123,60.79677547646071
1124,63.233907364079535
1125,65.55561842271274
1126,63.54891136738859
1127,65.72512119199334
1128,73.69862910746569
1129,64.81228652355315
1130,73.23014079990885
1131,69.82774254352239
1132,69.73789727075538
1133,64.51826568826598
1134,66.40013353075571
1135,62.54061985910805
1136,64.19351857543825
1137,64.86162055269465
1138,64.86162055269465
1139,61.11224029173311
1140,63.34830006765435
1141,64.96080424345513
1142,61.87795752932121
1143,63.22436556183968
1144,67.89412324839839
1145,63.02743358732527
1146,72.60961207711105
1147,55.45449641898572
1148,60.91916275571739
1149,64.09649379229566
1150,65.01722055500255
1151,61.951558284200324
1152,55.84815121611643
1153,59.50256094760562
1154,60.99807198942232
1155,60.99807198942232
1156,57.066392766353985
1157,49.58113046563432
1158,56.37078093907843
1159,52.89199516562943
1160,56.04539533682679
1161,71.3782479636981
1162,61.81729210319339
1163,67.83778141654996
1164,64.43288827043881
1165,67.39551846096208
1166,67.5829072637193
1167,64.06162171170135
1168,67.88041726959099
1169,58.20930248402378
1170,58.20930248402378
1171,65.93736441132558
1172,66.02417063869585
1173,66.14360848618469
1174,63.429723946543305
1175,68.53380791546361
1176,65.60414452226938
1177,56.760768582631094
1178,64.57257813060527
1179,61.90082175423024
1180,58.973713909453004
1181,69.35931537713397
1182,66.38551506654645
1183,69.81783528898934
1184,62.649931231796145
1185,67.75202986798128
1186,65.39507509952747
1187,72.95016626775791
1188,67.95612513055511
1189,57.01957136708784
1190,58.38520672589823
1191,70.08515907484664
1192,62.599798803295045
1193,63.36010298172456
1194,59.773430607856625
1195,67.39256169850053
1196,76.7946143767603
1197,67.26315642590461
1198,64.06953880652856
1199,49.70388343691404
1200,49.70388343691404
1201,62.06866609104564
1202,69.39347427274006
1203,68.55122458209986
1204,64.90798885184006
1205,65.57917861059212
1206,64.71375022318928
1207,55.39391204141844
1208,57.20379912957802
1209,73.5337550509495
1210,63.703943040558926
1211,66.52039865575632
1212,63.74216613647422
1213,68.79478745859886
1214,66.92419020347411
1215,78.11361578106722
1216,60.567495028220414
1217,66.3487819922486
1218,57.60227841821058
1219,72.93356462494502
1220,66.67715486559871
1221,61.6146902753175
1222,63.432683043100205
1223,66.46980484042187
1224,58.650577596668874
1225,71.08970395827866
1226,62.821944452951584
1227,59.16723354739692
1228,71.62433343442714
1229,64.20293618670635
1230,61.778091399763525
1231,65.48262540142153
1232,73.0287677265219
1233,58.57799264329644
1234,63.40098834477548
1235,61.669327418281576
1236,67.39551603240305
1237,58.91437940885619
1238,60.21940308088221
1239,58.24633923916821
1240,66.31206994596953
1241,68.84556261160165
1242,67.48167336762486
1243,70.83645686499085
1244,66.27860642125728
1245,68.43671354359383
1246,61.314147909282205
1247,59.718298087669204
1248,74.9815819283781
1249,59.03459083156679
1250,65.49534665628778
1251,63.93368360496521
1252,64.82087103947894
1253,66.34752373869965
1254,62.13728890418018
1255,63.848200759382074
1256,66.45595492716927
1257,67.00050468217898
1258,67.00050468217898
1259,67.00050468217898
1260,66.86365316717992
1261,71.50163599485226
1262,57.51242999021909
1263,65.36618447889155
1264,63.711318436823525
1265,68.67702707417426
1266,67.47108920103854
1267,60.08355259521925
1268,63.224436759249976
1269,63.7831038078061
1270,60.43597841027931
1271,62.47807868559139
1272,63.74774217911591
1273,62.35858293424889
1274,62.35858293424889
1275,61.50818931253239
1276,61.50818931253239
1277,66.26154120975579
1278,62.80061699171854
1279,66.69810690461891
1280,58.15636128128874
1281,76.67046989934063
1282,74.27590587460463
1283,68.5890014971932
1284,64.4532832441995
1285,72.82831554064768
1286,70.9422489368179
1287,65.95330781428405
1288,68.75262106752888
1289,64.55988392289412
1290,69.27483758471669
1291,64.33642817169401
1292,63.403672785363895
1293,63.15838579988909
1294,61.63701606872624
1295,65.49112151601233
1296,59.408739990038015
1297,64.57161648631521
1298,67.18776773017463
1299,68.2565819024652
1300,62.89432819398276
1301,65.9885627723291
1302,62.34159167230643
1303,71.47179535133183
1304,62.16793056602525
1305,61.41296615042266
1306,66.29268152336277
1307,69.26390548530794
1308,57.08814621786697
1309,57.436593732631444
1310,60.163117212544456
1311,70.81084734844376
1312,55.132080353164206
1313,62.11943014609152
1314,68.79154909061917
1315,63.45266355648745
1316,60.51739612249585
1317,70.1548547751501
1318,70.23460093142708
1319,70.49257521441123
1320,62.44102720747444
1321,71.4824417842547
1322,69.03430111782833
1323,67.36035194164306
1324,63.481834834665
1325,56.552098212886456
1326,65.99398260268286
1327,65.6627833786065
1328,62.090147028534126
1329,62.39671846051493
1330,62.143455307893134
1331,59.78249827404991
1332,64.40298878887873
1333,69.8716169424957
1334,64.00170673039963
1335,63.446874731287956
1336,67.77822805083176
1337,64.74171338011281
1338,64.24797350812837
1339,64.17085449635604
1340,62.34564982068702
1341,64.24179867090456
1342,69.83562960813968
1343,65.32851291016154
1344,69.79908545088807
1345,71.59207615021965
1346,63.01911821645669
1347,65.406278210061
1348,57.84332071341732
1349,57.759421431338865
1350,61.47760064775004
1351,68.9293329914027
1352,64.23995947218106
1353,66.9273240251833
1354,69.51976757211057
1355,63.81536635474316
1356,65.38029621562853
1357,66.65461479598375
1358,72.84642894785885
1359,56.68807514154649
1360,69.12489061965596
